age,overall,potential,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,dribbling,physic,attacking_crossing,attacking_heading_accuracy,attacking_volleys,skill_curve,skill_long_passing,movement_agility,movement_reactions,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure_boxcox,passing_boxcox,mentality_vision_boxcox,value_eur_boxcox,wage_eur_boxcox,skill_fk_accuracy_boxcox,defending_boxcox,mentality_aggression_boxcox,defending_marking_boxcox,mentality_interceptions_boxcox,defending_standing_tackle_boxcox,pca_0,pca_1,position1_RW position2_ LW,position1_LW,position1_LW position2_ RW,position2_ LW,position1_LW preferred_foot_Right,position1_RW preferred_foot_Left,position1_RW,position2_ LW preferred_foot_Right,position2_ ST,position1_ST preferred_foot_Right,position1_ST,position1_ST position2_NA,position2_NA preferred_foot_Right,position2_NA
23.0,66.0,75.0,1.0,3.0,3.0,2.0,71.0,65.0,66.0,58.0,35.0,65.0,66.0,59.0,35.0,73.0,53.0,66.0,69.0,62.0,59.0,68.0,60.0,2.3123391483363784,3.383488637672824,2.3311040966773553,22.655215795264052,7.8299967201075855,1.5781626427635245,1.5603345121009968,2.5578023338485414,3.4618752396127466,1.8042115375086012,2.014939908468459,-0.0948108557453269,0.2866401173858313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,75.0,1.0,4.0,2.0,2.0,71.0,64.0,61.0,63.0,31.0,76.0,56.0,51.0,44.0,68.0,57.0,70.0,61.0,65.0,55.0,64.0,61.0,2.3369124037474327,3.4176309060780703,2.374771561168574,22.655215795264052,6.776922358580213,1.5702825231008308,1.603614402736107,2.9689091273450323,3.1927507764234835,2.080178597715053,2.5441303066232113,-0.14157415829491798,0.23479143322680743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
22.0,66.0,75.0,1.0,2.0,3.0,2.0,64.0,66.0,63.0,63.0,52.0,64.0,64.0,53.0,49.0,59.0,62.0,68.0,59.0,74.0,60.0,60.0,53.0,2.307079174939635,3.540265505918311,2.3311040966773553,22.655215795264052,6.776922358580213,1.6169473329950628,1.5983551549263135,2.7956027625408217,3.2268553762011907,2.126879785311894,2.4829864931545154,-0.08527888505896265,1.6483811377299509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,66.0,75.0,1.0,3.0,3.0,1.0,87.0,50.0,75.0,54.0,62.0,33.0,53.0,64.0,44.0,84.0,57.0,56.0,47.0,64.0,43.0,50.0,43.0,2.290518262666204,3.554245712291283,2.401796825634851,22.655215795264052,7.8299967201075855,1.561674260016329,1.5526255875801016,2.7142233322458043,3.120499448055245,1.9907918488466652,2.4129304840341366,1.2398676206790058,-2.4029951812389063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.0,66.0,75.0,1.0,3.0,2.0,1.0,77.0,64.0,64.0,59.0,36.0,64.0,60.0,51.0,50.0,75.0,62.0,59.0,63.0,67.0,56.0,63.0,61.0,2.332213098568945,3.466050869990403,2.3859475934604477,22.655215795264052,8.104774075415646,1.541773328914353,1.535636467037123,2.633649086018807,2.8619777018168917,2.007772700040432,2.066385446516267,1.0690029389394853,0.4703560331395551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,66.0,75.0,1.0,2.0,2.0,2.0,76.0,63.0,61.0,71.0,41.0,62.0,56.0,52.0,52.0,67.0,65.0,68.0,61.0,78.0,54.0,68.0,65.0,2.358985601014023,3.496644762643911,2.396629382113392,22.655215795264052,8.104774075415646,1.595268090699677,1.5603345121009968,3.031577568321817,2.9104009739842094,1.9111624280074981,2.4129304840341366,0.556220817101571,-0.02991489437988157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,75.0,1.0,3.0,2.0,2.0,74.0,62.0,69.0,65.0,63.0,62.0,53.0,61.0,62.0,72.0,54.0,65.0,71.0,67.0,56.0,64.0,64.0,2.3123391483363784,3.64524026512297,2.4214082237817545,22.655215795264052,6.776922358580213,1.6237451299685481,1.5744294286224392,2.915134377194075,3.5830472137262643,1.8875624493268246,2.1133781144904193,0.7141165972348074,0.4337815240387674,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,66.0,75.0,1.0,4.0,3.0,1.0,68.0,66.0,70.0,53.0,42.0,52.0,67.0,58.0,45.0,63.0,58.0,73.0,54.0,62.0,62.0,63.0,62.0,2.2961743730675406,3.554245712291283,2.396629382113392,22.655215795264052,8.317617599496366,1.637517830954246,1.5052104880882688,2.5972011789663365,2.6993916513151945,1.8344046503782445,2.196528005162929,0.34097704171094306,1.1329430211399176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,75.0,1.0,3.0,3.0,1.0,76.0,65.0,70.0,58.0,53.0,45.0,44.0,40.0,58.0,82.0,62.0,67.0,59.0,57.0,60.0,68.0,49.0,2.3369124037474327,3.594645936057005,2.4214082237817545,22.655215795264052,8.317617599496366,1.6068364540216953,1.6579359730937315,2.9689091273450323,3.6273464341756405,2.2574287078800133,2.8220712275469753,1.175900037392164,0.7942873031644511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,66.0,75.0,1.0,3.0,3.0,2.0,67.0,68.0,63.0,60.0,50.0,72.0,50.0,60.0,50.0,66.0,65.0,66.0,67.0,63.0,67.0,62.0,72.0,2.327410330499422,3.511475869676314,2.350762882497616,22.655215795264052,7.442015355198194,1.588823275778899,1.5983551549263135,2.7288134099440176,3.669593204826089,1.77105455707282,2.3312135091829096,0.032526446099009905,1.2979577726765867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,75.0,1.0,3.0,3.0,1.0,61.0,65.0,64.0,67.0,39.0,68.0,45.0,29.0,61.0,56.0,54.0,68.0,64.0,74.0,62.0,67.0,56.0,2.3460159048911846,3.496644762643911,2.33782896758502,22.655215795264052,6.776922358580213,1.5238264859434651,1.6134184734317776,2.9054952692143,3.3806350104178944,2.126879785311894,2.5042506987122697,-0.5894646467874866,1.928111616737016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,66.0,75.0,1.0,3.0,3.0,1.0,79.0,61.0,68.0,38.0,61.0,38.0,56.0,42.0,52.0,77.0,66.0,69.0,38.0,41.0,65.0,60.0,52.0,2.266386303539056,3.594645936057005,2.3689852372755404,22.655215795264052,7.8299967201075855,1.649010285056167,1.6223825722473741,2.536851558409548,3.3806350104178944,2.2086107679522375,2.66180490292127,1.0474149471507994,-0.7304903463156364,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,66.0,75.0,1.0,3.0,4.0,2.0,67.0,62.0,64.0,63.0,29.0,70.0,41.0,54.0,56.0,56.0,60.0,68.0,60.0,77.0,54.0,64.0,63.0,2.3415121169760162,3.511475869676314,2.401796825634851,22.655215795264052,6.776922358580213,1.547131171930309,1.535636467037123,2.6157680363213194,2.5726842550227826,1.93310559426565,2.2682751741622194,0.010473016663525537,0.9701705621285659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
23.0,66.0,74.0,1.0,3.0,2.0,1.0,74.0,62.0,63.0,73.0,36.0,63.0,49.0,44.0,45.0,66.0,54.0,65.0,63.0,81.0,55.0,66.0,64.0,2.307079174939635,3.4176309060780703,2.3569872033675825,22.52681996403242,8.104774075415646,1.5522199596737745,1.603614402736107,2.993493431583531,3.082131822140988,2.1926187831241486,2.4607388081473687,0.21218640626171872,0.03415164273445941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,74.0,1.0,3.0,4.0,2.0,87.0,60.0,68.0,60.0,61.0,54.0,48.0,54.0,48.0,81.0,59.0,63.0,73.0,63.0,60.0,61.0,55.0,2.3547494316111752,3.567962981655709,2.3913478226602582,22.52681996403242,7.442015355198194,1.561674260016329,1.5870200836401955,2.7142233322458043,3.6273464341756405,1.9535867000935991,2.233642057233157,1.8948461420748843,-1.205276576549084,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,66.0,74.0,1.0,3.0,2.0,1.0,82.0,62.0,65.0,63.0,53.0,57.0,62.0,70.0,56.0,74.0,67.0,60.0,68.0,63.0,60.0,70.0,64.0,2.317477808517745,3.594645936057005,2.4118063625038606,22.591786251272193,7.442015355198194,1.6299731250720593,1.5870200836401955,2.924567491750992,3.408523379599576,2.0926387391240224,2.300717864846649,1.315025142018036,-0.5639975196939861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
20.0,66.0,74.0,1.0,3.0,2.0,2.0,73.0,61.0,65.0,65.0,50.0,63.0,63.0,56.0,62.0,74.0,61.0,63.0,66.0,69.0,52.0,65.0,55.0,2.350427243648429,3.620384086261647,2.4260653230427836,22.591786251272193,7.442015355198194,1.5781626427635245,1.6265857665365608,2.942847408826905,3.322176733552333,2.1159500510451563,2.6905401457906737,0.9190601940402692,0.6767584338932787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21.0,66.0,74.0,1.0,3.0,3.0,2.0,74.0,55.0,70.0,61.0,63.0,52.0,54.0,50.0,60.0,71.0,67.0,55.0,54.0,63.0,46.0,65.0,45.0,2.350427243648429,3.632918739106135,2.4118063625038606,22.52681996403242,7.442015355198194,1.588823275778899,1.676503343217628,2.9854531935071913,3.8037008122729454,2.275579954919693,2.8708138928086346,0.6250365689228852,-0.079942772620501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,66.0,74.0,1.0,3.0,3.0,1.0,72.0,59.0,68.0,53.0,69.0,42.0,42.0,55.0,59.0,61.0,66.0,72.0,59.0,50.0,53.0,68.0,65.0,2.317477808517745,3.64524026512297,2.380423874938849,22.52681996403242,7.442015355198194,1.5818604148991797,1.5983551549263135,2.924567491750992,3.1573334778160134,2.007772700040432,2.6764006978370904,0.3092317491501561,-0.10951231191968118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
23.0,66.0,74.0,1.0,3.0,3.0,1.0,68.0,67.0,65.0,51.0,26.0,68.0,62.0,31.0,39.0,69.0,62.0,65.0,58.0,55.0,64.0,63.0,60.0,2.307079174939635,3.4341272865353534,2.374771561168574,22.52681996403242,8.104774075415646,1.541773328914353,1.5870200836401955,2.5972011789663365,3.2268553762011907,1.8344046503782445,2.524608988047229,0.48169809641503264,1.466671280599404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,66.0,74.0,1.0,3.0,3.0,2.0,79.0,61.0,70.0,65.0,64.0,48.0,62.0,57.0,46.0,80.0,62.0,80.0,73.0,61.0,50.0,59.0,52.0,2.307079174939635,3.581426744075639,2.396629382113392,22.52681996403242,7.8299967201075855,1.5921064073932165,1.5744294286224392,2.993493431583531,3.042098705110072,1.9535867000935991,2.4829864931545154,0.9318871979972486,-0.7831816469774492,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,66.0,74.0,1.0,3.0,2.0,1.0,69.0,71.0,69.0,49.0,54.0,62.0,68.0,58.0,45.0,73.0,68.0,78.0,63.0,40.0,65.0,64.0,70.0,2.350427243648429,3.540265505918311,2.416656395940773,22.4602377566692,7.442015355198194,1.6068364540216953,1.5928313209959937,2.9054952692143,3.000250483928517,2.200745631313446,2.3871566370309916,0.040134910250310935,1.117426287181215,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,66.0,73.0,1.0,4.0,3.0,1.0,73.0,65.0,65.0,58.0,53.0,62.0,65.0,68.0,52.0,69.0,66.0,67.0,61.0,66.0,63.0,65.0,73.0,2.332213098568945,3.567962981655709,2.401796825634851,22.4602377566692,7.8299967201075855,1.595268090699677,1.5675881587508063,2.6675318940922548,2.9104009739842094,2.023813556683207,2.4129304840341366,0.31418376962283456,0.31368193952196505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
22.0,66.0,73.0,1.0,3.0,3.0,2.0,66.0,63.0,64.0,66.0,30.0,66.0,57.0,32.0,48.0,68.0,63.0,72.0,55.0,70.0,54.0,64.0,60.0,2.327410330499422,3.400757066319091,2.278350049102948,22.4602377566692,7.8299967201075855,1.517115328468819,1.535636467037123,3.066527246283598,2.9104009739842094,1.9111624280074981,2.066385446516267,-0.26244604910160385,0.8573402498833069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,66.0,73.0,1.0,3.0,3.0,2.0,85.0,62.0,68.0,68.0,59.0,52.0,52.0,59.0,52.0,76.0,60.0,68.0,72.0,73.0,64.0,67.0,51.0,2.322500009212069,3.567962981655709,2.374771561168574,22.391954093155228,8.104774075415646,1.6299731250720593,1.645268042229408,2.8647004825218096,3.8213411281015497,2.0671218500640998,2.730467570204264,1.4974108458663569,-1.0523652272226989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22.0,66.0,73.0,1.0,3.0,3.0,2.0,80.0,62.0,64.0,68.0,45.0,65.0,56.0,50.0,47.0,68.0,59.0,70.0,52.0,74.0,55.0,66.0,60.0,2.327410330499422,3.4815072715257913,2.4214082237817545,22.4602377566692,8.491333459558893,1.561674260016329,1.5675881587508063,3.052892616746913,3.4874285823066398,1.8042115375086012,2.156582596347263,0.6491173568316388,-0.9339434109540806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,73.0,1.0,3.0,2.0,2.0,76.0,63.0,66.0,68.0,43.0,64.0,52.0,52.0,50.0,75.0,63.0,64.0,73.0,71.0,58.0,64.0,62.0,2.322500009212069,3.4815072715257913,2.374771561168574,22.4602377566692,7.8299967201075855,1.595268090699677,1.6636593695971331,2.924567491750992,3.7099677416126773,2.244481451667348,2.789929462685774,0.5977778591879788,-0.0261446853312832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
22.0,66.0,73.0,1.0,2.0,3.0,1.0,86.0,67.0,61.0,66.0,59.0,65.0,60.0,53.0,48.0,77.0,58.0,75.0,68.0,67.0,61.0,58.0,68.0,2.332213098568945,3.511475869676314,2.374771561168574,22.4602377566692,8.317617599496366,1.6145395681251855,1.5870200836401955,2.9054952692143,2.9104009739842094,2.157157065982224,2.4829864931545154,1.6178686042435988,-0.8527253697154362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
23.0,66.0,73.0,1.0,3.0,2.0,1.0,64.0,67.0,59.0,70.0,39.0,73.0,61.0,41.0,41.0,61.0,57.0,71.0,65.0,83.0,57.0,65.0,63.0,2.2961743730675406,3.400757066319091,2.33782896758502,22.4602377566692,7.8299967201075855,1.5854108154005266,1.6134184734317776,2.770031620929496,3.2597402869725545,2.157157065982224,2.5042506987122697,-0.8580617574490521,1.2307496710411567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,66.0,73.0,1.0,2.0,2.0,1.0,56.0,69.0,61.0,54.0,36.0,68.0,49.0,61.0,36.0,59.0,66.0,74.0,45.0,66.0,65.0,65.0,65.0,2.2847182199596565,3.365807310408811,2.31709628913732,22.4602377566692,7.442015355198194,1.588823275778899,1.516121222308795,2.577897994878789,2.6381922654443537,1.8344046503782445,2.156582596347263,-1.7669334489484296,1.7967299919996051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,66.0,73.0,1.0,3.0,3.0,1.0,68.0,70.0,61.0,70.0,53.0,58.0,58.0,48.0,51.0,56.0,53.0,85.0,58.0,81.0,71.0,60.0,63.0,2.363138728697335,3.554245712291283,2.401796825634851,22.4602377566692,8.104774075415646,1.6299731250720593,1.535636467037123,2.942847408826905,2.6381922654443537,1.8620714456608367,2.3599679246294123,-0.14316537308975733,0.8706363025408423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,66.0,72.0,1.0,3.0,3.0,1.0,80.0,60.0,70.0,62.0,63.0,43.0,58.0,56.0,58.0,70.0,57.0,61.0,64.0,72.0,59.0,54.0,40.0,2.358985601014023,3.620384086261647,2.401796825634851,22.321876374134945,7.442015355198194,1.6094884457631997,1.6134184734317776,2.7829947460709605,3.904740714801838,1.9907918488466652,2.2682751741622194,1.3559911446101893,-0.2913366197952614,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,66.0,72.0,1.0,3.0,3.0,2.0,76.0,60.0,71.0,61.0,63.0,58.0,46.0,60.0,61.0,77.0,60.0,72.0,63.0,56.0,59.0,57.0,51.0,2.332213098568945,3.620384086261647,2.374771561168574,22.321876374134945,8.491333459558893,1.5983155529291988,1.6811367944585842,3.059765154115313,3.8037008122729454,2.331795982995474,2.851979693232818,0.8008580064184617,-0.20224178392535716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,66.0,72.0,1.0,2.0,3.0,1.0,77.0,62.0,69.0,60.0,71.0,42.0,60.0,71.0,58.0,75.0,57.0,72.0,66.0,59.0,60.0,58.0,62.0,2.327410330499422,3.657355585998256,2.430630996537485,22.321876374134945,7.8299967201075855,1.6094884457631997,1.5928313209959937,3.0013861682475116,3.3518715062468516,1.9535867000935991,2.598256772883575,0.8025445489286288,-0.33646575879040747,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
23.0,66.0,72.0,1.0,3.0,2.0,1.0,76.0,66.0,62.0,66.0,47.0,60.0,58.0,67.0,44.0,54.0,63.0,61.0,59.0,73.0,64.0,64.0,67.0,2.3369124037474327,3.511475869676314,2.374771561168574,22.391954093155228,7.442015355198194,1.625880451868549,1.5675881587508063,2.9603940554432904,2.810883557456798,2.080178597715053,2.3871566370309916,0.7388567444810435,0.26039058125782966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,66.0,72.0,1.0,3.0,2.0,2.0,76.0,66.0,63.0,53.0,43.0,61.0,47.0,42.0,35.0,52.0,63.0,68.0,66.0,53.0,64.0,64.0,64.0,2.327410330499422,3.450262255953547,2.380423874938849,22.391954093155228,7.442015355198194,1.5818604148991797,1.526232324181628,2.68361248325377,2.5726842550227826,1.734378707447546,2.3599679246294123,0.7531248027004153,0.21541129398758646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,71.0,1.0,3.0,3.0,1.0,84.0,62.0,71.0,48.0,62.0,57.0,64.0,68.0,58.0,89.0,67.0,65.0,58.0,32.0,60.0,71.0,60.0,2.3751275013795037,3.64524026512297,2.4214082237817545,22.321876374134945,8.317617599496366,1.6519587435169403,1.6518210276354588,3.0459062361156275,3.4874285823066398,2.302923324777882,2.717550844594457,1.6961259956590635,-0.7667583086109011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
23.0,66.0,71.0,1.0,3.0,2.0,1.0,77.0,64.0,63.0,61.0,59.0,65.0,57.0,45.0,58.0,75.0,62.0,63.0,73.0,63.0,55.0,69.0,70.0,2.3369124037474327,3.567962981655709,2.396629382113392,22.321876374134945,6.776922358580213,1.5983155529291988,1.5928313209959937,2.7429623671347207,3.082131822140988,2.1373712961864126,2.4129304840341366,0.9241198215707703,0.274086509298128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
23.0,66.0,71.0,1.0,3.0,2.0,1.0,74.0,64.0,60.0,68.0,41.0,65.0,59.0,53.0,34.0,58.0,59.0,67.0,66.0,81.0,54.0,63.0,61.0,2.2726595175144326,3.4341272865353534,2.380423874938849,22.321876374134945,7.442015355198194,1.5854108154005266,1.5675881587508063,2.7566943501288357,2.9104009739842094,1.9907918488466652,2.4129304840341366,0.36577349079764726,0.18455639706559132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,66.0,71.0,1.0,3.0,3.0,1.0,66.0,60.0,70.0,67.0,58.0,65.0,56.0,54.0,37.0,65.0,67.0,63.0,65.0,77.0,54.0,63.0,53.0,2.266386303539056,3.567962981655709,2.430630996537485,22.321876374134945,6.776922358580213,1.5743071444167307,1.5808957798817103,2.7829947460709605,3.000250483928517,2.039002486113477,2.4129304840341366,-0.4132510881114533,0.7073782366722011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,66.0,71.0,1.0,2.0,2.0,1.0,74.0,64.0,69.0,59.0,62.0,48.0,61.0,70.0,47.0,68.0,65.0,75.0,67.0,62.0,52.0,65.0,59.0,2.350427243648429,3.594645936057005,2.4214082237817545,22.249904132106998,7.8299967201075855,1.5921064073932165,1.5808957798817103,2.8314665414551285,2.9104009739842094,2.1159500510451563,2.5441303066232113,0.5382218432728897,0.33070533549083553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,66.0,70.0,1.0,4.0,3.0,1.0,74.0,61.0,74.0,44.0,56.0,42.0,60.0,72.0,45.0,72.0,62.0,70.0,34.0,50.0,64.0,60.0,56.0,2.317477808517745,3.581426744075639,2.4260653230427836,22.249904132106998,7.8299967201075855,1.637517830954246,1.5744294286224392,2.6675318940922548,3.2597402869725545,1.9535867000935991,2.4829864931545154,0.09441536569522792,-0.6666663681017618,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,65.0,85.0,1.0,3.0,3.0,1.0,71.0,60.0,67.0,39.0,64.0,42.0,47.0,57.0,49.0,71.0,63.0,62.0,39.0,36.0,61.0,60.0,53.0,2.3369124037474327,3.594645936057005,2.3913478226602582,22.894960150896154,8.317617599496366,1.6068364540216953,1.5675881587508063,2.7956027625408217,3.082131822140988,1.93310559426565,2.4607388081473687,0.16307220524136468,0.16004242443782427,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,65.0,83.0,1.0,3.0,4.0,2.0,78.0,62.0,64.0,62.0,65.0,46.0,59.0,67.0,58.0,74.0,53.0,68.0,64.0,61.0,62.0,66.0,51.0,2.322500009212069,3.64524026512297,2.4260653230427836,23.11516118870459,9.296373852710122,1.6410052857720987,1.6518210276354588,3.009136351635666,3.6273464341756405,2.216228702563403,2.789929462685774,0.8552297731193538,-0.3309245852617048,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,65.0,83.0,1.0,3.0,4.0,2.0,79.0,63.0,68.0,47.0,61.0,36.0,55.0,67.0,49.0,75.0,55.0,69.0,61.0,44.0,60.0,62.0,64.0,2.350427243648429,3.594645936057005,2.401796825634851,22.894960150896154,8.63807411543423,1.6338459868174404,1.603614402736107,2.7429623671347207,3.4874285823066398,2.023813556683207,2.562876198719709,0.9637400976158584,-0.36659248995464716,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,65.0,83.0,1.0,3.0,3.0,1.0,73.0,65.0,64.0,61.0,38.0,58.0,61.0,44.0,45.0,56.0,55.0,75.0,55.0,66.0,55.0,61.0,65.0,2.2726595175144326,3.4815072715257913,2.3913478226602582,22.894960150896154,8.104774075415646,1.6012554359232598,1.6134184734317776,2.915134377194075,3.4618752396127466,2.023813556683207,2.614985836526234,0.3644447788764554,0.27158737906026814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,65.0,83.0,1.0,3.0,3.0,1.0,64.0,64.0,65.0,46.0,37.0,61.0,63.0,54.0,42.0,55.0,64.0,61.0,56.0,47.0,60.0,67.0,59.0,2.3460159048911846,3.4815072715257913,2.3689852372755404,22.894960150896154,8.317617599496366,1.5660762014595013,1.5526255875801016,2.536851558409548,3.082131822140988,1.972769276095106,2.2682751741622194,-0.39771061981135725,1.3503636487006698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,65.0,82.0,1.0,3.0,2.0,1.0,64.0,67.0,63.0,50.0,37.0,64.0,63.0,46.0,38.0,66.0,64.0,72.0,50.0,49.0,65.0,64.0,63.0,2.322500009212069,3.400757066319091,2.33782896758502,23.11516118870459,8.63807411543423,1.5818604148991797,1.5983551549263135,2.895641653318523,3.2268553762011907,2.0534161915355966,2.5042506987122697,-0.7255059157990366,0.9626587309565559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,65.0,82.0,1.0,3.0,3.0,2.0,63.0,65.0,69.0,53.0,61.0,55.0,58.0,60.0,55.0,61.0,59.0,60.0,47.0,60.0,69.0,59.0,60.0,2.332213098568945,3.620384086261647,2.4260653230427836,23.11516118870459,8.104774075415646,1.6319358029636863,1.6134184734317776,2.770031620929496,3.435587834567624,2.1159500510451563,2.5809018180763257,-0.5121428659489957,1.4323390640239335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20.0,65.0,81.0,1.0,3.0,3.0,1.0,68.0,55.0,68.0,47.0,69.0,41.0,45.0,56.0,60.0,72.0,57.0,61.0,65.0,43.0,48.0,67.0,48.0,2.327410330499422,3.657355585998256,2.4395004728599083,23.11516118870459,8.765087034191607,1.6012554359232598,1.603614402736107,2.6991658877839786,3.6487145323364447,2.007772700040432,2.4829864931545154,-0.30631969906729284,-0.019931869192487798,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,65.0,81.0,1.0,2.0,3.0,1.0,71.0,62.0,64.0,68.0,38.0,66.0,47.0,39.0,41.0,68.0,56.0,62.0,70.0,71.0,52.0,68.0,65.0,2.2847182199596565,3.365807310408811,2.324196215958342,23.11516118870459,6.776922358580213,1.5522199596737745,1.5675881587508063,2.9517089545544004,3.000250483928517,2.007772700040432,2.3599679246294123,-0.25988395297454797,0.18165739144496865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
